Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PATHWAYS OF NEURODEGENERATION - MULTIPLE DISEASES	4/469	0.8295490688744054	0.9122105543857495	0	0	0.6885289787177085	0.12866748709049428	DCTN2;DNAH7;UQCRC2;TNFRSF1A
PARKINSON DISEASE	2/263	0.8352434752096287	0.9122105543857495	0	0	0.6147296722009365	0.11067101822073144	UQCRC2;SLC39A14
PRION DISEASE	2/268	0.8429292102409488	0.9122105543857495	0	0	0.6030198954175562	0.10303939534399055	CREB1;UQCRC2
PHAGOSOME	1/151	0.845602262596379	0.9122105543857495	0	0	0.535655737704918	0.08983277151307309	CANX
ALZHEIMER DISEASE	3/379	0.8461403859008331	0.9122105543857495	0	0	0.6389243010374538	0.10674507809386304	UQCRC2;SLC39A14;TNFRSF1A
ALCOHOLISM	1/153	0.8493903138095049	0.9122105543857495	0	0	0.5285537100949094	0.08627923905888088	CREB1
CELL ADHESION MOLECULE (CAM) INTERACTION	1/155	0.8530857962311176	0.9122105543857495	0	0	0.5216361507345114	0.08288545692043275	CD22
NEUTROPHIL EXTRACELLULAR TRAP FORMATION	1/159	0.860208012751881	0.9134062673183507	0	0	0.5083264162689355	0.07654432229636951	ATG7
HEPATITIS B	1/161	0.8636390902830079	0.9134062673183507	0	0	0.5019211065573771	0.07358179334388457	CREB1
HEPATOCELLULAR CARCINOMA	1/166	0.8718542679100562	0.9134062673183507	0	0	0.48658718330849476	0.06672715680072322	GSTM4
JAK-STAT SIGNALING PATHWAY	1/167	0.8734371693226891	0.9134062673183507	0	0	0.48363124629666204	0.06544453617462806	IFNGR1
WNT SIGNALING PATHWAY	1/170	0.8780699804395417	0.9134062673183507	0	0	0.4749733242797555	0.061760298854535815	CTBP2
PROTEIN PROCESSING IN ENDOPLASMIC RETICULUM	1/171	0.8795764055658192	0.9134062673183507	0	0	0.4721552555448409	0.06058452829475455	CANX
NOD-LIKE RECEPTOR SIGNALING PATHWAY	1/185	0.8988196587539841	0.9289236664634477	0	0	0.4359185673556664	0.04650068322201071	RNF31
EPSTEIN-BARR VIRUS INFECTION	1/203	0.9191280897142683	0.9409083762003884	0	0	0.39670913812692743	0.03345439707522993	CD44
DIABETIC CARDIOMYOPATHY	1/203	0.9191280897142683	0.9409083762003884	0	0	0.39670913812692743	0.03345439707522993	UQCRC2
PI3K-AKT SIGNALING PATHWAY	2/355	0.9336859167910901	0.9473340731580808	0	0	0.45237179262989774	0.03103956964075466	CREB1;COL6A3
NEUROACTIVE LIGAND-RECEPTOR INTERACTION	2/366	0.9407474347585492	0.9473340731580808	0	0	0.4384524940080496	0.026780931021608285	GIPR;GABRE
CORONAVIRUS DISEASE - COVID-19	1/230	0.9422324076697509	0.9473340731580808	0	0	0.34945235879447345	0.020793574678828496	TNFRSF1A
RAS SIGNALING PATHWAY	1/231	0.9429482672638304	0.9473340731580808	0	0	0.3479151817533856	0.020437879892045988	CDC42
CALCIUM SIGNALING PATHWAY	1/250	0.9549884572109443	0.9549884572109443	0	0	0.32105471064586216	0.014786503864812514	ADCY4
