Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
TERPENOID BACKBONE BIOSYNTHESIS	1/22	0.6800169947114278	0.9999956635056838	0	0	0.8961640211640212	0.34559444276565077	MVD
ARGININE BIOSYNTHESIS	1/22	0.6800169947114278	0.9999956635056838	0	0	0.8961640211640212	0.34559444276565077	ASL
HISTIDINE METABOLISM	1/22	0.6800169947114278	0.9999956635056838	0	0	0.8961640211640212	0.34559444276565077	ALDH3A1
TH1 AND TH2 CELL DIFFERENTIATION	4/91	0.6801416059490555	0.9999956635056838	0	0	0.8648252987933894	0.33335059423437274	IKBKB;IFNGR1;RBPJ;HLA-DOB
PORPHYRIN METABOLISM	2/46	0.682004663532507	0.9999956635056838	0	0	0.8552405886070236	0.32731663736177896	UROS;HMOX2
ALDOSTERONE SYNTHESIS AND SECRETION	4/92	0.6884269827888867	0.9999956635056838	0	0	0.8549525101763907	0.31919311613543844	DAGLA;CREB1;ADCY4;ATP2B4
RENIN-ANGIOTENSIN SYSTEM	1/23	0.6961778463833019	0.9999956635056838	0	0	0.8553841991341992	0.30977749453361336	CTSA
NON-SMALL CELL LUNG CANCER	3/71	0.7018382700440426	0.9999956635056838	0	0	0.8298590808092621	0.2938135046611734	SLTM;EGF;STK4
THYROID HORMONE SYNTHESIS	3/71	0.7018382700440426	0.9999956635056838	0	0	0.8298590808092621	0.2938135046611734	CREB1;CANX;ADCY4
COCAINE ADDICTION	2/48	0.7044791758562596	0.9999956635056838	0	0	0.8179698631319892	0.28653198575263894	CREB1;LLGL1
MELANOMA	3/72	0.7108167455465124	0.9999956635056838	0	0	0.8177889186619414	0.27914457999868564	SLTM;EGF;IGF1
GASTRIC ACID SECRETION	3/73	0.7195855494330504	0.9999956635056838	0	0	0.8060636182902584	0.2652593014454047	CHRM3;ADCY4;CFTR
SIGNALING PATHWAYS REGULATING PLURIPOTENCY OF STEM CELLS	6/141	0.7212245693786948	0.9999956635056838	0	0	0.8355378309515896	0.2730577076247276	TCF7;PCGF3;CTNNB1;IGF1;TCF3;SMAD5
ALZHEIMER DISEASE	17/379	0.7255899334737881	0.9999956635056838	0	0	0.881897723222242	0.28288655637996973	CHRM3;NDUFA5;NDUFA10;PSEN2;LRP5;CSNK1E;AMBRA1;SLC39A14;TNFRSF1A;IKBKB;ATP5F1A;CASP7;CASP8;CTNNB1;UQCRC2;SLC39A7;MAP2K7
UBIQUITIN MEDIATED PROTEOLYSIS	6/142	0.7274816447670455	0.9999956635056838	0	0	0.829350184739898	0.2638714545229232	PIAS3;NEDD4L;UBA2;XIAP;ERCC8;BTRC
MAPK SIGNALING PATHWAY	13/296	0.735037642643859	0.9999956635056838	0	0	0.8628294095108349	0.2656078544964679	EGF;CACNA2D2;IGF1;STK4;RASGRP3;TNFRSF1A;IKBKB;CDC42;CACNB2;SLTM;KIT;FLNA;MAP2K7
CYSTEINE AND METHIONINE METABOLISM	2/51	0.7356933355004678	0.9999956635056838	0	0	0.7677684777982693	0.23566032363040224	TSTD1;DNMT3B
OVARIAN STEROIDOGENESIS	2/51	0.7356933355004678	0.9999956635056838	0	0	0.7677684777982693	0.23566032363040224	ADCY4;IGF1
VITAMIN DIGESTION AND ABSORPTION	1/26	0.7399300839398538	0.9999956635056838	0	0	0.7526190476190476	0.22668853984612322	SLC19A3
ALPHA-LINOLENIC ACID METABOLISM	1/26	0.7399300839398538	0.9999956635056838	0	0	0.7526190476190476	0.22668853984612322	PLA2G6
AMYOTROPHIC LATERAL SCLEROSIS	16/362	0.7421404365016633	0.9999956635056838	0	0	0.868274452962646	0.2589340169030708	NUP214;DNAH3;DNAH1;DCTN2;DNAH7;NDUFA5;NDUFA10;AMBRA1;TNFRSF1A;FIG4;ATP5F1A;PINK1;CASP1;MATR3;UQCRC2;HNRNPA1
TRANSCRIPTIONAL MISREGULATION IN CANCER	8/189	0.7429293643279815	0.9999956635056838	0	0	0.8305506648048084	0.24680170721422895	SS18;SLTM;EWSR1;IGF1;TCF3;PROM1;PTK2;RUNX1T1
CHRONIC MYELOID LEUKEMIA	3/76	0.7446502216413657	0.9999956635056838	0	0	0.7728151638116506	0.2278573422340996	IKBKB;CTBP2;GAB2
LEISHMANIASIS	3/76	0.7446502216413657	0.9999956635056838	0	0	0.7728151638116506	0.2278573422340996	ITGB1;IFNGR1;HLA-DOB
AUTOIMMUNE THYROID DISEASE	2/52	0.7454552080178912	0.9999956635056838	0	0	0.7523733862959285	0.22101737879656835	HLA-A;HLA-DOB
RETROGRADE ENDOCANNABINOID SIGNALING	6/146	0.7515183073657468	0.9999956635056838	0	0	0.8054835493519442	0.23009419630172165	DAGLA;NDUFA5;NDUFA10;NAPEPLD;ADCY4;GABRE
BIOSYNTHESIS OF UNSATURATED FATTY ACIDS	1/27	0.7530676173106078	0.9999956635056838	0	0	0.7236340048840049	0.2052227904743771	ELOVL1
BUTANOATE METABOLISM	1/27	0.7530676173106078	0.9999956635056838	0	0	0.7236340048840049	0.2052227904743771	ACSM1
WNT SIGNALING PATHWAY	7/170	0.7599621184515168	0.9999956635056838	0	0	0.8069505161456229	0.22149717704756658	CTBP2;TCF7;LEF1;LRP5;CTNNB1;CSNK1E;BTRC
SYNAPTIC VESICLE CYCLE	3/78	0.7603449840620554	0.9999956635056838	0	0	0.752127236580517	0.20607009343077706	CLTCL1;STX1A;DNM2
PROTEIN PROCESSING IN ENDOPLASMIC RETICULUM	7/171	0.7652162225571361	0.9999956635056838	0	0	0.8019874884377586	0.21460931860897103	DNAJB1;ERLEC1;SSR2;CANX;MAN1C1;MOGS;MAP2K7
FATTY ACID ELONGATION	1/28	0.7655421227094446	0.9999956635056838	0	0	0.6967960023515579	0.18616371191790182	ELOVL1
NF-KAPPA B SIGNALING PATHWAY	4/104	0.7759999427865346	0.9999956635056838	0	0	0.7518805970149254	0.19067904912553818	IKBKB;XIAP;TIRAP;TNFRSF1A
SYSTEMIC LUPUS ERYTHEMATOSUS	4/104	0.7759999427865346	0.9999956635056838	0	0	0.7518805970149254	0.19067904912553818	RO60;C1QA;HLA-DOB;MACROH2A1
DRUG METABOLISM - OTHER ENZYMES	3/81	0.7824116209785333	0.9999956635056838	0	0	0.7230845695060407	0.17742637542181514	GSTM4;NME6;IMPDH2
TH17 CELL DIFFERENTIATION	4/106	0.7885214189628669	0.9999956635056838	0	0	0.7370597990439957	0.17512224535176157	IKBKB;IFNGR1;IL23R;HLA-DOB
GLYCOSYLPHOSPHATIDYLINOSITOL (GPI)-ANCHOR BIOSYNTHESIS	1/30	0.788634086576919	0.9999956635056838	0	0	0.6486726874657909	0.1540291681764467	PIGO
CITRATE CYCLE (TCA CYCLE)	1/30	0.788634086576919	0.9999956635056838	0	0	0.6486726874657909	0.1540291681764467	ACO2
ASTHMA	1/30	0.788634086576919	0.9999956635056838	0	0	0.6486726874657909	0.1540291681764467	HLA-DOB
PYRIMIDINE METABOLISM	2/57	0.7897308052438374	0.9999956635056838	0	0	0.6837952514218651	0.1614188572081746	NME6;ENTPD6
FOXO SIGNALING PATHWAY	5/130	0.7909081320677784	0.9999956635056838	0	0	0.7516334661354581	0.17631326240231376	IKBKB;EGF;CSNK1E;IGF1;STK4
CAMP SIGNALING PATHWAY	9/222	0.7937084147471937	0.9999956635056838	0	0	0.7934366197183098	0.18331489920270558	AFDN;CREB1;GIPR;ADCY4;ATP2B4;PLCE1;GLI1;CFTR;RAPGEF3
INSULIN RESISTANCE	4/107	0.7945691325644183	0.9999956635056838	0	0	0.7298652369221852	0.16783636700947394	IKBKB;CREB1;RPS6KB1;TNFRSF1A
VASCULAR SMOOTH MUSCLE CONTRACTION	5/131	0.7963706689651674	0.9999956635056838	0	0	0.7456285967242142	0.1697725755882539	CALD1;IRAG1;ADCY4;ARHGEF1;PLA2G6
DOPAMINERGIC SYNAPSE	5/131	0.7963706689651674	0.9999956635056838	0	0	0.7456285967242142	0.1697725755882539	CREB1;PPP2R5D;PPP2R5C;COMT;BMAL1
REGULATION OF LIPOLYSIS IN ADIPOCYTES	2/58	0.7977262294611223	0.9999956635056838	0	0	0.6715491559086395	0.15176326698574713	ADCY4;AQP7
TGF-BETA SIGNALING PATHWAY	4/109	0.8062465610507786	0.9999956635056838	0	0	0.7158872305140962	0.15417753751456137	RPS6KB1;TFR2;CHRD;SMAD5
GAP JUNCTION	3/85	0.8091945760787537	0.9999956635056838	0	0	0.6876666828298502	0.14558995451590134	SRC;EGF;ADCY4
PROPANOATE METABOLISM	1/32	0.8094537141338781	0.9999956635056838	0	0	0.6067588325652842	0.12826619954904397	ACACA
TASTE TRANSDUCTION	3/86	0.8154388950533452	0.9999956635056838	0	0	0.6793456130685765	0.13860606285154076	CHRM3;ADCY4;TAS1R3
GABAERGIC SYNAPSE	3/86	0.8154388950533452	0.9999956635056838	0	0	0.6793456130685765	0.13860606285154076	SRC;ADCY4;GABRE
CALCIUM SIGNALING PATHWAY	10/250	0.8156135622977666	0.9999956635056838	0	0	0.7820737404070738	0.1593980558046247	CHRM3;P2RX5;CYSLTR2;SLTM;EGF;ADCY4;ATP2B4;PLCE1;STK4;SLC8A1
PARATHYROID HORMONE SYNTHESIS, SECRETION AND ACTION	4/112	0.822743800938183	0.9999956635056838	0	0	0.6958909157914133	0.1357755728557626	CREB1;LRP5;ADCY4;ARHGEF1
CORONAVIRUS DISEASE - COVID-19	9/230	0.8256833166730343	0.9999956635056838	0	0	0.7643891402714932	0.1464141327185281	IKBKB;C1QA;RPS9;RPS19;IRF3;CASP1;IKBKE;RPS24;TNFRSF1A
INSULIN SIGNALING PATHWAY	5/137	0.8268185344752819	0.9999956635056838	0	0	0.7115100205239647	0.13530788501155036	IKBKB;RPS6KB1;FLOT1;SORBS1;ACACA
SALIVARY SECRETION	3/89	0.8331391316237416	0.9999956635056838	0	0	0.6555434832863285	0.11967249542068398	CHRM3;ADCY4;ATP2B4
CORTISOL SYNTHESIS AND SECRETION	2/63	0.8337831493340044	0.9999956635056838	0	0	0.6163413482670487	0.1120397156489409	CREB1;ADCY4
STEROID HORMONE BIOSYNTHESIS	2/63	0.8337831493340044	0.9999956635056838	0	0	0.6163413482670487	0.1120397156489409	HSD17B6;COMT
GROWTH HORMONE SYNTHESIS, SECRETION AND ACTION	4/118	0.8522571810830941	0.9999956635056838	0	0	0.6590555991969975	0.10536120323233447	CREB1;ADCY4;IGF1;PTK2
SPINOCEREBELLAR ATAXIA	5/143	0.853467196644585	0.9999956635056838	0	0	0.6803582770367804	0.10780152490132316	MED12;VLDLR;AMBRA1;RBPJ;PUM1
NEUROTROPHIN SIGNALING PATHWAY	4/119	0.8567481471493693	0.9999956635056838	0	0	0.6532900713822193	0.10100601472261848	IKBKB;CDC42;PSEN2;MAP2K7
AMPHETAMINE ADDICTION	2/67	0.8583344452590368	0.9999956635056838	0	0	0.5782904285386907	0.08834048965050484	CREB1;STX1A
GLYCINE, SERINE AND THREONINE METABOLISM	1/38	0.860405070683363	0.9999956635056838	0	0	0.5082046332046332	0.07640957701659791	GCAT
PI3K-AKT SIGNALING PATHWAY	14/355	0.8615934001128442	0.9999956635056838	0	0	0.7695368337287611	0.11463929744895969	ITGB1;YWHAB;EGF;PPP2R5D;IGF1;PPP2R5C;PTK2;IKBKB;CREB1;SLTM;RPS6KB1;CCNE1;KIT;COL6A3
STAPHYLOCOCCUS AUREUS INFECTION	3/95	0.8641892312270754	0.9999956635056838	0	0	0.6125961621574898	0.08941669004435843	C1QA;KRT15;HLA-DOB
CHEMICAL CARCINOGENESIS - DNA ADDUCTS	2/69	0.8693249794427417	0.9999956635056838	0	0	0.5609687411996621	0.07855708317085452	SULT1A1;GSTM4
RENIN SECRETION	2/69	0.8693249794427417	0.9999956635056838	0	0	0.5609687411996621	0.07855708317085452	CREB1;CTSB
NICOTINE ADDICTION	1/40	0.8741605249696163	0.9999956635056838	0	0	0.4820919820919821	0.06483715481863184	GABRE
HOMOLOGOUS RECOMBINATION	1/41	0.8805217597695594	0.9999956635056838	0	0	0.470014880952381	0.05980499350134247	RAD51D
PHAGOSOME	5/151	0.8836038286045178	0.9999956635056838	0	0	0.642805490367298	0.07954491321214369	ITGB1;DYNC1I2;CANX;HLA-A;HLA-DOB
RELAXIN SIGNALING PATHWAY	4/126	0.8850343503808733	0.9999956635056838	0	0	0.615577848462605	0.0751797967050277	CREB1;SRC;ADCY4;MAP2K7
AMOEBIASIS	3/100	0.8860615260448989	0.9999956635056838	0	0	0.5808653235227809	0.07026663243826566	CD1D;PTK2;SERPINB6
TRYPTOPHAN METABOLISM	1/42	0.8865617285528682	0.9999956635056838	0	0	0.4585269066976384	0.05520871400389808	AFMID
OXYTOCIN SIGNALING PATHWAY	5/152	0.8869706140750858	0.9999956635056838	0	0	0.6383987858091443	0.07657173802674264	CACNB2;SRC;ADCY4;CACNA2D2;CAMKK2
BASAL TRANSCRIPTION FACTORS	1/44	0.8977418904967451	0.9999956635056838	0	0	0.4371539313399779	0.04715696573471746	TAF6
GLIOMA	2/75	0.8977559853862593	0.9999956635056838	0	0	0.514698480499517	0.055513823100272246	EGF;IGF1
PROTEASOME	1/46	0.9078211285369824	0.9999956635056838	0	0	0.41768077601410936	0.04039303689629023	PSME3
RIBOSOME	5/160	0.9110110167030283	0.9999956635056838	0	0	0.6051921346870582	0.056404081742744354	RPS9;RPS19;RPS24;MRPL43;MRPS18C
OXIDATIVE PHOSPHORYLATION	4/134	0.911286181741068	0.9999956635056838	0	0	0.577451205510907	0.05364423003151999	ATP5F1A;NDUFA5;NDUFA10;UQCRC2
INTESTINAL IMMUNE NETWORK FOR IGA PRODUCTION	1/47	0.9124821773027941	0.9999956635056838	0	0	0.40857919254658387	0.03742043032793499	HLA-DOB
CARBOHYDRATE DIGESTION AND ABSORPTION	1/47	0.9124821773027941	0.9999956635056838	0	0	0.40857919254658387	0.03742043032793499	TAS1R3
TYPE II DIABETES MELLITUS	1/47	0.9124821773027941	0.9999956635056838	0	0	0.40857919254658387	0.03742043032793499	IKBKB
CGMP-PKG SIGNALING PATHWAY	5/161	0.9136768794837843	0.9999956635056838	0	0	0.6012807743385432	0.054282602265465385	CREB1;IRAG1;ADCY4;ATP2B4;SLC8A1
ESTROGEN SIGNALING PATHWAY	4/135	0.9141619360730212	0.9999956635056838	0	0	0.5730127986024078	0.05142649495070051	CREB1;SRC;KRT15;ADCY4
VALINE, LEUCINE AND ISOLEUCINE DEGRADATION	1/48	0.9169077548135506	0.9999956635056838	0	0	0.3998649105032084	0.03468764372876369	MCCC2
VIBRIO CHOLERAE INFECTION	1/49	0.9211097455730952	0.9999956635056838	0	0	0.39151372354497355	0.03217306724854312	CFTR
CHEMOKINE SIGNALING PATHWAY	6/191	0.9241185101222849	0.9999956635056838	0	0	0.6081000242515696	0.04798818778645204	IKBKB;CDC42;SRC;PARD3;ADCY4;PTK2
ARGININE AND PROLINE METABOLISM	1/50	0.9250994348842949	0.9999956635056838	0	0	0.3835034013605442	0.0298572930134214	P4HA1
MALARIA	1/50	0.9250994348842949	0.9999956635056838	0	0	0.3835034013605442	0.0298572930134214	SLTM
GLUTAMATERGIC SYNAPSE	3/112	0.9262309623755858	0.9999956635056838	0	0	0.5165885421416455	0.039587035467197905	ADCY4;LLGL1;LZTS3
JAK-STAT SIGNALING PATHWAY	5/167	0.9282435670278236	0.9999956635056838	0	0	0.5788266686341056	0.043100079812027056	PIAS3;IFNGR1;EGF;IL23R;IFNLR1
NEUROACTIVE LIGAND SIGNALING	6/195	0.9324802570253012	0.9999956635056838	0	0	0.5951035781544256	0.04160208423767321	ACHE;CHRM3;P2RX5;SLC17A9;ADCY4;GABRE
COMPLEMENT AND COAGULATION CASCADES	2/87	0.9381590472928244	0.9999956635056838	0	0	0.4417547753957591	0.02819976257152409	C1QA;CD46
SPHINGOLIPID METABOLISM	1/54	0.9391415569307804	0.9999956635056838	0	0	0.3544848757112908	0.022257771520773777	SPTLC1
BILE SECRETION	2/88	0.9407346421268447	0.9999956635056838	0	0	0.43659499780605526	0.02667341110377596	ADCY4;CFTR
MORPHINE ADDICTION	2/89	0.9432080894871023	0.9999956635056838	0	0	0.4315538357931263	0.025232242076756863	ADCY4;GABRE
LONG-TERM DEPRESSION	1/59	0.9530548770237213	0.9999956635056838	0	0	0.3238403119868637	0.015571146861235735	IGF1
ALCOHOLISM	4/153	0.9534572997040411	0.9999956635056838	0	0	0.5033089585628903	0.02398802589278326	CREB1;SLC29A1;MACROH2A1;CAMKK2
CIRCADIAN ENTRAINMENT	2/95	0.9561049629746865	0.9999956635056838	0	0	0.4035835175278427	0.018115886643156318	CREB1;ADCY4
NUCLEOTIDE EXCISION REPAIR	1/63	0.9618594985355269	0.9999956635056838	0	0	0.30288338453661034	0.011778192978864744	ERCC8
NEUTROPHIL EXTRACELLULAR TRAP FORMATION	4/159	0.9623229978196606	0.9999956635056838	0	0	0.4836719627668111	0.018575483688805412	SRC;CASP1;MACROH2A1;ATG7
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	3/131	0.9641164645174295	0.9999956635056838	0	0	0.43946477385685884	0.016059439391720918	IFNGR1;FYN;HLA-A
AGE-RAGE SIGNALING PATHWAY IN DIABETIC COMPLICATIONS	2/100	0.9646628951365644	0.9999956635056838	0	0	0.3828911902397503	0.013775111760997908	CDC42;PLCE1
LONG-TERM POTENTIATION	1/65	0.9656222190681991	0.9999956635056838	0	0	0.2933872767857143	0.01026344940548787	RAPGEF3
HORMONE SIGNALING	6/218	0.9664995485184807	0.9999956635056838	0	0	0.5298914577023646	0.018055758637232903	GIPR;SRC;ADCY4;IGF1;SMAD5;RAPGEF3
PROLACTIN SIGNALING PATHWAY	1/69	0.9720714835400398	0.9999956635056838	0	0	0.27607084500466855	0.007819964669970939	SRC
APELIN SIGNALING PATHWAY	3/138	0.9727150233691024	0.9999956635056838	0	0	0.4165230837199028	0.011522746323492837	RPS6KB1;ADCY4;SLC8A1
SEROTONERGIC SYNAPSE	2/111	0.9782075299823298	0.9999956635056838	0	0	0.34405036305494563	0.007580610661621196	ALOX15;RAPGEF3
PARKINSON DISEASE	7/263	0.9808377261000042	0.9999956635056838	0	0	0.5112626309880239	0.009892037158710454	ATP5F1A;PINK1;NDUFA5;NDUFA10;UQCRC2;SLC39A7;SLC39A14
PRION DISEASE	7/268	0.9836300789538029	0.9999956635056838	0	0	0.501334495759439	0.008274720688191711	C1QA;ATP5F1A;CREB1;NDUFA5;NDUFA10;FYN;UQCRC2
CORNIFIED ENVELOPE FORMATION	5/214	0.9850126347485784	0.9999956635056838	0	0	0.44753998360624486	0.006758216589408707	ELOVL1;SPTLC1;KRT15;PPP2R5D;PPP2R5C
CELLULAR SENESCENCE	3/156	0.9867435005738182	0.9999956635056838	0	0	0.36716953182863604	0.0048999329039040255	CCNE1;HLA-A;BTRC
RHEUMATOID ARTHRITIS	1/92	0.9915488562406728	0.9999956635056838	0	0	0.20604395604395603	0.0017487068318860393	HLA-DOB
DIABETIC CARDIOMYOPATHY	4/203	0.9926827776189372	0.9999956635056838	0	0	0.3758493962349059	0.0027602847839792357	ATP5F1A;NDUFA5;NDUFA10;UQCRC2
CYTOKINE-CYTOKINE RECEPTOR INTERACTION	7/296	0.9934289812498933	0.9999956635056838	0	0	0.4520854484802022	0.0029804650641876854	IL32;IFNGR1;IL23R;IFNLR1;TNFRSF25;IL17D;TNFRSF1A
VIRAL PROTEIN INTERACTION WITH CYTOKINE AND CYTOKINE RECEPTOR	1/99	0.994127420613158	0.9999956635056838	0	0	0.19125566893424037	0.0011264750028952858	TNFRSF1A
NEUROACTIVE LIGAND-RECEPTOR INTERACTION	7/366	0.9994425660262238	0.9999956635056838	0	0	0.3625729043306145	2.02166807404434E-4	CHRM3;PAQR6;P2RX5;CYSLTR2;GIPR;NMU;GABRE
OLFACTORY TRANSDUCTION	1/443	0.9999956635056838	0.9999956635056838	0	0	0.04163299935358759	1.8054165652210613E-7	SLC8A1
